Gene	Description	Symbol	EC
MYCTH_68011	RNA-binding component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is involved in protein synthesis of a specialized repertoire of mRNAs and, together with other initiation factors, stimulates binding of mRNA and methionyl-tRNAi to the 40S ribosome. The eIF-3 complex specifically targets and initiates translation of a subset of mRNAs involved in cell proliferation(TIF32)	RPG1	
MYCTH_68164	Polyketide synthase non-ribosomal peptide synthetase hybrid	LYS2	
MYCTH_68292	Ribonucleotide reductase, small chain(RNR2)	RNR2	1.17.4.1
MYCTH_68404			
MYCTH_68509	Dehydratase family	ILV3	4.2.1.9
MYCTH_68564	SnoaL-like domain		
MYCTH_68580	GAL4-like Zn(II)2Cys6 (or C6 zinc) binuclear cluster DNA-binding domain		
MYCTH_68654			
MYCTH_68753			
MYCTH_68944	Links covalently the heme group to the apoprotein of cytochrome c(CYC3)	CYC3	4.4.1.17
MYCTH_69410	3-keto-steroid reductase(ERG27)	ERG27	1.1.1.270
MYCTH_69563	Component of the SRB8-11 complex. The SRB8-11 complex is a regulatory module of the Mediator complex which is itself involved in regulation of basal and activated RNA polymerase II- dependent transcription. The SRB8-11 complex may be involved in the transcriptional repression of a subset of genes regulated by Mediator. It may inhibit the association of the Mediator complex with RNA polymerase II to form the holoenzyme complex		
MYCTH_69746	Polysaccharide biosynthesis protein(GAL102)	GAL10	4.2.1.46
MYCTH_69778			
MYCTH_69854			
MYCTH_69953	Enoyl-(Acyl carrier protein) reductase		
MYCTH_69975	Alpha amylase, catalytic domain		3.2.1.1
MYCTH_69995			
MYCTH_69999	to reverse transcriptase		
MYCTH_70142	RTA1 like protein	RSB1	
MYCTH_70246	Regulatory subunit of the condensin complex, a complex required for conversion of interphase chromatin into mitotic-like condense chromosomes. The condensin complex probably introduces positive supercoils into relaxed DNA in the presence of type I topoisomerases and converts nicked DNA into positive knotted forms in the presence of type II topoisomerases(cnd1)	YCS4	
MYCTH_70293	Etoposide-induced protein 2.4 (EI24)		
MYCTH_70349			
MYCTH_70376	COQ9(COQ9)	COQ9	
MYCTH_70573	Pyridine nucleotide-disulphide oxidoreductase		
MYCTH_70818	Histone chaperone that facilitates histone deposition and histone exchange and removal during nucleosome assembly and disassembly(ASF1)	ASF1	
MYCTH_70861	Haloacid dehalogenase-like hydrolase		3.8.1.2
MYCTH_71014	Zinc finger, C2H2 type		
MYCTH_71063	Common central domain of tyrosinase		1.14.18.1
MYCTH_71204	Amb_all		4.2.2.2
MYCTH_71219	May contribute to the regulation of the isoprenoid and sterol pathway in living cells(ERG12)	ERG12	2.7.1.36
MYCTH_71222	Sodium-phosphate symporter which plays a fundamental housekeeping role in phosphate transport(PHO89)	PHO89	
MYCTH_71369	Belongs to the universal ribosomal protein uL14 family(RPL23A)	RPL23B	
MYCTH_71373	Heterokaryon incompatibility protein (HET)		
MYCTH_71484	6-phosphofructo-2-kinase(FBP26)	FBP26	2.7.1.105,3.1.3.46
MYCTH_71551			
MYCTH_71609			
MYCTH_71631	40s ribosomal protein(RPS25)	RPS25A	
MYCTH_71660			
MYCTH_71748	Splits internally a 1,3-beta-glucan molecule and transfers the newly generated reducing end (the donor) to the non- reducing end of another 1,3-beta-glucan molecule (the acceptor) forming a 1,3-beta linkage, resulting in the elongation of 1,3- beta-glucan chains in the cell wall(GAS4)	GAS3	
MYCTH_71850	Bacteriorhodopsin-like protein	YRO2	
MYCTH_72245	Ras family	RHO2	
MYCTH_72333	Plectin/S10 domain	RPS10A	
MYCTH_72393	1,4-alpha-D-glucan glucohydrolase	SGA1	3.2.1.3
MYCTH_72822	Phosphate transport (Pho88)(PHO88)	PHO88	
MYCTH_72833	POT family(PTR2)	PTR2	
MYCTH_72924			
MYCTH_72932	Belongs to the histidine acid phosphatase family	PHO12	3.1.3.2
MYCTH_72978			
MYCTH_73070	ETC complex I subunit conserved region(NdufS4)		
MYCTH_73162			
MYCTH_73182	Belongs to the cytochrome P450 family	DIT2	
MYCTH_73194	L-lysine 6-monooxygenase (NADPH-requiring)		1.14.13.195,1.14.13.196
MYCTH_73236	AMP-binding enzyme C-terminal domain	LYS2	
MYCTH_73270	Endonuclease/Exonuclease/phosphatase family		
MYCTH_73315	Histone-lysine N-methyltransferase(set9)		2.1.1.43
MYCTH_73461	ABC transporter(TEF3)	HEF3	
MYCTH_73480	Pfam:DUF4237		
MYCTH_73601	Calcineurin-like phosphoesterase		
MYCTH_73602	Arrestin		
MYCTH_73679	Belongs to the cytochrome P450 family(ERG5)	ERG5	1.14.19.41
MYCTH_73682	chromatin organization(MRGBP)	EAF7	
MYCTH_73708	Fungal specific transcription factor domain	ECM22	
MYCTH_73867	Structural maintenance of chromosomes protein(SMC2)	SMC2	
MYCTH_73877	Fungal specific transcription factor domain	PPR1	
MYCTH_74015	3' exoribonuclease family, domain 1(MTR3)	MTR3	
MYCTH_74026	Serine hydrolase (FSH1)		
MYCTH_74056	conserved domains cd02336, ZZ_RSC8, Zinc finger. pfam04433, SWIRM domain(ssr2)	RSC8	
MYCTH_74126	Involved in nuclear export, actin cytoskeleton organization and vesicular transport(BCP1)	BCP1	
MYCTH_74236	Contains conserved domain CUE pfam02845 , CUE domains have been shown to bind ubiquitin(DEF1)		
MYCTH_74371	transcriptional corepressor of histone genes(HIR3)	HIR3	
MYCTH_74373	ChAPs (Chs5p-Arf1p-binding proteins)(BUD7)	BUD7	
MYCTH_74402	Tubulin-tyrosine ligase family	PBY1	
MYCTH_74446			
MYCTH_74462	Belongs to the glycosyl hydrolase 5 (cellulase A) family(manF)		3.2.1.78
MYCTH_74487	Muniscin C-terminal mu homology domain(SYP1)	SYP1	
MYCTH_74504	Putative DNA-binding domain in centromere protein B, mouse jerky and transposases.		
MYCTH_74573			
MYCTH_74601			
MYCTH_74764	Control of topological states of DNA by transient breakage and subsequent rejoining of DNA strands. Topoisomerase II makes double-strand breaks(TOP2)	TOP2	5.99.1.3
MYCTH_74772			
MYCTH_74803	ABC transporter	GCN20	
MYCTH_74816			
MYCTH_74927	Protein kinase C terminal domain(DBF2)	DBF20	
MYCTH_74969	Belongs to the eIF-1A family(TIF11)	TIF11	
MYCTH_74974	ERCC4 domain(rad16)	RAD1	
MYCTH_75070			
MYCTH_75107	ribosomal protein(RPL21A)	RPL21A	
MYCTH_75151	Methyltransferase domain		
MYCTH_75197	Eukaryotic mitochondrial regulator protein	MRPS35	
MYCTH_75296	Belongs to the multicopper oxidase family	FET3	
MYCTH_75329	cell wall protein		
MYCTH_75334	Cytochrome P450	DIT2	
MYCTH_75351	Phosphopantetheine attachment site	LYS2	
MYCTH_75366	Belongs to the sodium solute symporter (SSF) (TC 2.A.21) family(DUR3)	DUR3	
MYCTH_75421	Belongs to the Ca(2 ) cation antiporter (CaCA) (TC 2.A9) family	VCX1	
MYCTH_75490	Alpha-trehalose glucohydrolase	NTH2	3.2.1.28
MYCTH_75536			
MYCTH_75696	GAL4-like Zn(II)2Cys6 (or C6 zinc) binuclear cluster DNA-binding domain		
MYCTH_75762	WD domain, G-beta repeat(CAC2)	CAC2	
MYCTH_75824	Belongs to the heat shock protein 70 family(SSB1)	SSB2	
MYCTH_75987			
MYCTH_76096	Regulatory subunit of the condensin complex, a complex required for conversion of interphase chromatin into mitotic-like condense chromosomes	BRN1	
MYCTH_76126	Aldehyde dehydrogenase family(ALD6)	ALD5	1.2.1.18,1.2.1.27
MYCTH_76163	Component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is involved in protein synthesis of a specialized repertoire of mRNAs and, together with other initiation factors, stimulates binding of mRNA and methionyl-tRNAi to the 40S ribosome. The eIF-3 complex specifically targets and initiates translation of a subset of mRNAs involved in cell proliferation		
MYCTH_76199	Common central domain of tyrosinase		1.14.18.1
MYCTH_76367	Epsin N-terminal homology (ENTH) domain(ENT3)	ENT3	
MYCTH_76393	Putative amidoligase enzyme		
MYCTH_76403	histone deacetylase(RPD3)	RPD3	3.5.1.98
MYCTH_76450	FAD-NAD(P)-binding	FMO1	
MYCTH_76502	DnaJ molecular chaperone homology domain	ERJ5	
MYCTH_76526			
MYCTH_76670	NADH:flavin oxidoreductase / NADH oxidase family(OYE32)	OYE2	1.3.1.42
MYCTH_76680	Catalyzes the conversion of GlcNAc-6-P into GlcNAc-1-P during the synthesis of uridine diphosphate UDP-GlcNAc, which is a biosynthetic precursor of chitin and also supplies the amino sugars for N-linked oligosaccharides of glycoproteins(PCM1)	PCM1	5.4.2.3
MYCTH_76690	DNA polymerase X family	POL4	2.7.7.7
MYCTH_76901	Glycosyl hydrolase family 45		
MYCTH_77059	Enoyl-(Acyl carrier protein) reductase	YMR226C	
MYCTH_77082	Domain of unknown function (DUF1966)	IMA2	3.2.1.1
MYCTH_77195	WD domain, G-beta repeat	LST8	
MYCTH_77206	acetate kinase		2.7.2.1
MYCTH_77277	Ribosomal L29 protein(rpl35)	RPL35A	
MYCTH_77342			
MYCTH_77354	Beta-glucosidase (SUN family)(SUN4)	SIM1	
MYCTH_77465	2OG-Fe(II) oxygenase superfamily(NUA3)	TPA1	
MYCTH_77476			
MYCTH_77492	Sel1-like repeats.	DSF2	
MYCTH_77631	NAD dependent epimerase/dehydratase family		
MYCTH_77895			
MYCTH_77970	Pyridoxal-dependent decarboxylase conserved domain(GAD1)	GAD1	4.1.1.15
MYCTH_78013	Polyketide synthase non-ribosomal peptide synthetase hybrid	LYS2	
MYCTH_78019	Fungal trichothecene efflux pump (TRI12)	VBA5	
MYCTH_78048	SGF29 tudor-like domain	SGF29	
MYCTH_78090	Esterase PHB depolymerase		3.1.1.72
MYCTH_78093	Pregnancy-associated plasma protein-A		
MYCTH_78119	Arrestin (or S-antigen), N-terminal domain		
MYCTH_78218	60S ribosomal protein(RPL5)	RPL5	
MYCTH_78274	Mannan endo-1,6-alpha-mannosidase	DCW1	3.2.1.101
MYCTH_78277	Belongs to the glutamine synthetase family		
MYCTH_78319	Protein kinase domain(CEX1)	CEX1	
MYCTH_78321	WD domain, G-beta repeat(LST8)	LST8	
MYCTH_78432	Contains conserved domain WD40 cd00200 , WD40 domain(ELP2)	ELP2	
MYCTH_78441	Uncharacterised protein family (UPF0220)(VPS68)	VPS68	
MYCTH_78483	ATPase required for the post-translational delivery of tail-anchored (TA) proteins to the endoplasmic reticulum. Recognizes and selectively binds the transmembrane domain of TA proteins in the cytosol. This complex then targets to the endoplasmic reticulum by membrane-bound receptors, where the tail- anchored protein is released for insertion. This process is regulated by ATP binding and hydrolysis. ATP binding drives the homodimer towards the closed dimer state, facilitating recognition of newly synthesized TA membrane proteins. ATP hydrolysis is required for insertion. Subsequently, the homodimer reverts towards the open dimer state, lowering its affinity for the membrane-bound receptor, and returning it to the cytosol to initiate a new round of targeting(GET3)	GET3	3.6.3.16
MYCTH_78540	Mannan endo-1,6-alpha-mannosidase	DCW1	3.2.1.101
MYCTH_78568	Glycoside hydrolase family 16		
MYCTH_78571	Contains conserved domain SKIP_SNW pfam02731 , This domain is found in chromatin proteins(PRP45)	PRP45	
MYCTH_78796	short chain dehydrogenase		
MYCTH_78828			
MYCTH_78977	2Fe-2S iron-sulfur cluster binding domain(YAH1)	YAH1	
MYCTH_79026	Pro-kumamolisin, activation domain(SED2)		3.4.14.9
MYCTH_79030	Sugar (and other) transporter	JEN1	
MYCTH_79031	Succinate dehydrogenase/Fumarate reductase transmembrane subunit(SDH3)	YMR118C	
MYCTH_79077	Catalytic component of the COMPASS (Set1C) complex that specifically mono-, di- and trimethylates histone H3 to form H3K4me1 2 3, which subsequently plays a role in telomere length maintenance and transcription elongation regulation(SET1)	SET1	2.1.1.43
MYCTH_79116	Eukaryotic porin(TOM40)	TOM40	
MYCTH_79137	Histone-binding protein RBBP4 or subunit C of CAF1 complex(HAT2)	HAT2	
MYCTH_79143			
MYCTH_79157	Very-long-chain 3-oxoacyl-CoA synthase(ELO2)	FEN1	2.3.1.199
MYCTH_79171	May interact with target proteins during translocation into the lumen of the endoplasmic reticulum. May protect unfolded target proteins against degradation and facilitate correct glycosylation		
MYCTH_79295	Oxidoreductase family, NAD-binding Rossmann fold		
MYCTH_79327	Belongs to the PI3 PI4-kinase family(TRA1)	TRA1	
MYCTH_79335	Alkaline phosphatase	PHO8	
MYCTH_79373	Ino80 chromatin remodeling complex	IES1	3.6.4.13
MYCTH_79440	Belongs to the eukaryotic ribosomal protein eL38 family(RPL38)	RPL38	
MYCTH_79542	Eukaryotic rRNA processing protein EBP2(ebp2)	EBP2	
MYCTH_79619	) synthase glutamine-hydrolyzing	QNS1	6.3.5.1
MYCTH_79688	GTPase of unknown function C-terminal	YGR210C	
MYCTH_79765	Glycosyl hydrolase family 61		1.14.99.54
MYCTH_79885	Chitin synthase N-terminal(CHS3)	CHS2	2.4.1.16
MYCTH_79897	INO80 complex subunit Ies4		
MYCTH_80023			
MYCTH_80081	Belongs to the adaptor complexes medium subunit family(APM4)	APM4	
MYCTH_80104	Belongs to the glycosyl hydrolase 43 family		3.2.1.37
MYCTH_80109	Glycosyl hydrolase catalytic core		
MYCTH_80161			
MYCTH_80168			
MYCTH_80223	Duf636 domain protein		
MYCTH_80233	Esterase PHB depolymerase		3.1.1.72
MYCTH_80274	Dipeptidyl peptidase IV (DPP IV) N-terminal region(dpp4)	DAP2	3.4.14.5
MYCTH_80276	Major Facilitator Superfamily	FEN2	
MYCTH_80299			
MYCTH_80304	Fibronectin type III-like domain(BGL4)		3.2.1.21
MYCTH_80312	Glycosyl hydrolase family 61		1.14.99.54
MYCTH_80427	Belongs to the ClpA ClpB family(HSP104)	HSP104	
MYCTH_80528	Anticodon binding domain(GRS1)	GRS1	6.1.1.14
MYCTH_80581	XPC-binding domain(RAD23)	RAD23	
MYCTH_80916	Serves to protect cells from the toxic effects of hydrogen peroxide	CTA1	1.11.1.6
MYCTH_80987	Peroxin 26		
MYCTH_81000	Cell division protein anillin(BUD4)	BUD4	
MYCTH_81013	SMP-30/Gluconolaconase/LRE-like region(CGR1)	YBR053C	
MYCTH_81165	Zinc finger, C2H2 type(RIM101)	RIM101	
MYCTH_81258			
MYCTH_81343	Kinase-like(MKK1)	MKK1	2.7.12.2
MYCTH_81347	Belongs to the iron ascorbate-dependent oxidoreductase family		
MYCTH_81364	Cytochrome P450	ERG5	
MYCTH_81379	Sir2 family	HST4	
MYCTH_81466	NlpC P60-like cell-wall peptidase		
MYCTH_81645	Sugar (and other) transporter	YHK8	
MYCTH_81753	ABC transporter transmembrane region	MDL2	3.6.3.44
MYCTH_81817	Peptidase inhibitor I9	PRB1	
MYCTH_81869	Mandelate racemase / muconate lactonizing enzyme, C-terminal domain		4.2.1.90
MYCTH_81925	Belongs to the GMC oxidoreductase family		1.1.99.18
MYCTH_81959			
MYCTH_82100	Sugar (and other) transporter	TPO3	
MYCTH_82189			
MYCTH_82268	Reversible hydration of carbon dioxide(NCE103)	NCE103	4.2.1.1
MYCTH_82275	Belongs to the MYST (SAS MOZ) family(SAS3)	SAS3	2.3.1.48
MYCTH_82292	RanGTP-binding protein(YRB30)	YRB30	
MYCTH_82456	Dihydrodipicolinate synthetase family		4.1.3.16
MYCTH_82505	Mandelate racemase / muconate lactonizing enzyme, C-terminal domain		4.2.1.146,4.2.1.68
MYCTH_82558	Cellulase (glycosyl hydrolase family 5)(exgD)	EXG1	3.2.1.58
MYCTH_82678	Chromo shadow domain		
MYCTH_82772	RmlD substrate binding domain		
MYCTH_82782	Transporter	TPO3	
MYCTH_82981	Belongs to the ATPase C chain family	OLI1	
MYCTH_82995			
MYCTH_83019	Alpha-L-arabinofuranosidase C-terminus		3.2.1.55
MYCTH_83025	FAD binding domain	OSM1	
MYCTH_83040	Gcd10p family(TRM6)	GCD10	
MYCTH_83041	Glycosyl hydrolase family 76	DCW1	3.2.1.101
MYCTH_83048	Belongs to the diphosphomevalonate decarboxylase family(MVD1)	MVD1	4.1.1.33
MYCTH_83051	Ribosomal protein S36, mitochondrial		
MYCTH_83083	Protein of unknown function (DUF423)		
MYCTH_83111	Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family	KIP3	
MYCTH_83193	Caleosin related protein		
MYCTH_83475	RmlD substrate binding domain		
MYCTH_83591			
MYCTH_83595	Belongs to the peptidase A1 family		3.4.23.34
MYCTH_83864	Alcohol dehydrogenase GroES-like domain	YNL134C	
MYCTH_83980	Belongs to the eukaryotic ribosomal protein eS26 family(RPS26A)	RPS26A	
MYCTH_84047	Transmembrane amino acid transporter protein		
MYCTH_84133	GDSL-like Lipase/Acylhydrolase		
MYCTH_84164	Sugar (and other) transporter	HXT15	
MYCTH_84198	Belongs to the BI1 family		
MYCTH_84297	Belongs to the glycosyl hydrolase 5 (cellulase A) family		3.2.1.78
MYCTH_84302	Alcohol dehydrogenase GroES-like domain	ADH6	1.1.1.2
MYCTH_84362	Histone deacetylation protein Rxt3	RXT3	
MYCTH_84377	Belongs to the peptidase M28 family(LAP2)	APE3	
MYCTH_84590	Mitochondrial branched-chain alpha-ketoacid dehydrogenase kinase(PDK2)	PKP1	2.7.11.2
MYCTH_84670	Cytidine and deoxycytidylate deaminase zinc-binding region	TAD3	
MYCTH_84837	VEFS-Box of polycomb protein		
MYCTH_84848	DNA helicase participates in several chromatin remodeling complexes, including the SWR1 and the INO80 complexes(RVB2)	RVB2	3.6.4.12
MYCTH_84896	Sds3-like		
MYCTH_84911	LisH	SIF2	
MYCTH_84992	Rab subfamily of small GTPases(ypt1)	YPT1	
MYCTH_85068	4-hydroxyphenylpyruvate(TCRP)		1.13.11.27
MYCTH_85367	prohibitin homologues		
MYCTH_85489	Belongs to the mitochondrial carrier (TC 2.A.29) family	FLX1	
MYCTH_85534	Mif2 is a yeast DNA-binding kinetochore protein which is orthologous to mammalian CENP-C(MIF2)	MIF2	
MYCTH_85556	Glycosyl hydrolase family 61		
MYCTH_85595	polyketide synthase	CEM1	
MYCTH_85648	Sugar (and other) transporter	YCR023C	
MYCTH_85756	Belongs to the MYST (SAS MOZ) family(ESA1)	ESA1	2.3.1.48
MYCTH_85902			
MYCTH_86049	ATP synthase subunit H(VMA9)	VMA9	
MYCTH_86076			
MYCTH_86143	3-hydroxyacyl-CoA dehydrogenase, C-terminal domain		
MYCTH_86146			
MYCTH_86350			
MYCTH_86355	RNAse P Rpr2/Rpp21/SNM1 subunit domain		3.1.26.5
MYCTH_86520	Fms-interacting protein		
MYCTH_86753	Belongs to the glycosyl hydrolase 5 (cellulase A) family(eglB)		3.2.1.4
MYCTH_86821			
MYCTH_87116			
MYCTH_87219	Belongs to the small heat shock protein (HSP20) family		
MYCTH_87315	TOM7 family(TOM7)	TOM7	
MYCTH_87328	SecE/Sec61-gamma subunits of protein translocation complex	SSS1	
MYCTH_87557	Belongs to the DapA family		4.1.2.54
MYCTH_87600	Ribosomal protein S14p/S29e(RPS29)	RPS29A	
MYCTH_87669			
MYCTH_87877	Proton-conducting pore forming subunit of the membrane integral V0 complex of vacuolar ATPase. V-ATPase is responsible for acidifying a variety of intracellular compartments in eukaryotic cells		
MYCTH_87980			
MYCTH_88099			
MYCTH_88187	Ctr copper transporter family(CTR3)	CTR3	
MYCTH_88195			
MYCTH_88392	Mitochondrial ribosomal protein L27(MRPL27)	MRPL27	
MYCTH_88639	Domain of unknown function (DUF3474)		1.14.19.22,1.14.19.6
MYCTH_88687	Domain in histone families 1 and 5	HHO1	
MYCTH_88807	Enoyl-(Acyl carrier protein) reductase	YKL071W	
MYCTH_89127	perilipin mpl1-like protein		
MYCTH_89251	transferase activity, transferring hexosyl groups(ugt1a1)	ATG26	2.4.1.17
MYCTH_89278			
MYCTH_89319	Protein of unknown function (DUF3716)		
MYCTH_89324			
MYCTH_89343			
MYCTH_89426	Protein kinase domain	SKY1	
MYCTH_89510	Fungal trichothecene efflux pump (TRI12)	VBA5	
MYCTH_89534	Domain of unknown function (DUF1998)(HRQ1)	HRQ1	
MYCTH_89563	UBA-like domain(DDI1)	DDI1	
MYCTH_89603	Belongs to the glycosyl hydrolase 11 (cellulase G) family		3.2.1.8
MYCTH_8962	Pfam:RRM_u2		
MYCTH_89669	Mob1/phocein family	MOB1	
MYCTH_89710	Acetyltransferase (GNAT) domain		
MYCTH_89872	Ribose/Galactose Isomerase		5.3.1.6
MYCTH_89922			
MYCTH_89935			
MYCTH_89958	Ricin-type beta-trefoil		
MYCTH_89959			
MYCTH_89967			
MYCTH_89976			
MYCTH_89981			
MYCTH_89984			
MYCTH_89991			
MYCTH_89999	Protein of unknown function (DUF3723)		
MYCTH_90035			
MYCTH_90076			
MYCTH_90096			
MYCTH_90104			
MYCTH_90182	Glycosyl hydrolases family 16		
MYCTH_90226	Protein kinase domain	RAD53	2.7.11.1
MYCTH_90296			
MYCTH_90344	Zinc finger, C2H2 type(MET32)	MSN4	
MYCTH_90354			
MYCTH_90482			
MYCTH_90505	Glutathione-dependent formaldehyde-activating enzyme		
MYCTH_90513			
MYCTH_90514			
MYCTH_90516			
MYCTH_90517	Possible catecholamine-binding domain present in a variety of eukaryotic proteins.		
MYCTH_90577			
MYCTH_90594	Pectate lyase		4.2.2.2
MYCTH_90598			
MYCTH_90607			
MYCTH_90610			
MYCTH_90614			
MYCTH_90619	Catalyzes the epimerization of the S- and R-forms of NAD(P)HX, a damaged form of NAD(P)H that is a result of enzymatic or heat-dependent hydration. This is a prerequisite for the S- specific NAD(P)H-hydrate dehydratase to allow the repair of both epimers of NAD(P)HX	YNL200C	5.1.99.6
MYCTH_90632	Belongs to the MIP aquaporin (TC 1.A.8) family(AQY1)	AQY1	
MYCTH_90641	Sugar (and other) transporter	YCR023C	
MYCTH_90655	Glycosyl hydrolases family 2, sugar binding domain		3.2.1.25
MYCTH_90789	Broad-Complex, Tramtrack and Bric a brac		
MYCTH_90896			
MYCTH_90985	CorA-like Mg2+ transporter protein(MNR2)	ALR2	
MYCTH_91076			
MYCTH_91077			
MYCTH_91240			
MYCTH_91253			
MYCTH_91274			
MYCTH_91276	Domain of unknown function (DUF4360)		
MYCTH_91278			
MYCTH_91282			
MYCTH_91334			
MYCTH_91615	phospholipase Carboxylesterase		
MYCTH_91802			
MYCTH_91894			
MYCTH_91906			
MYCTH_91932			
MYCTH_92028	Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Myosin family(MYO1)	MYO1	
MYCTH_92074	Belongs to the PI3 PI4-kinase family(MEC1)	MEC1	2.7.11.1
MYCTH_92091	chromatin binding		
MYCTH_92165			
MYCTH_92248			
MYCTH_92255			
MYCTH_92310	Glycosyltransferase family 8 protein		
MYCTH_92349			
MYCTH_92395	Pfam:RRM_6		
MYCTH_92400			
MYCTH_92449	zinc finger(AZF1)	AZF1	
MYCTH_92469	KR domain	YOR246C	
MYCTH_92508			
MYCTH_92668	Glycosyl hydrolase family 61		
