Gene	Description	Symbol	EC
TRIREDRAFT_73525	CAS/CSE protein, C-terminus(CSE1)		
TRIREDRAFT_73536	Belongs to the Glu Leu Phe Val dehydrogenases family(GDH3)		1.4.1.4
TRIREDRAFT_73539	pentatricopeptide repeat protein		
TRIREDRAFT_73559	Fungal specific transcription factor domain		
TRIREDRAFT_73560	Down-regulated in metastasis(UTP20)		
TRIREDRAFT_73564	Proteasome subunit A N-terminal signature  Add an annotation(PRE10)		3.4.25.1
TRIREDRAFT_73570	Leucine Rich repeat(rna1)		
TRIREDRAFT_73571	Cytochrome C1 family(CYT1)		
TRIREDRAFT_73574	Belongs to the AAA ATPase family(RPT1)		
TRIREDRAFT_73580			
TRIREDRAFT_73587	pre-mrna splicing factor clf1		
TRIREDRAFT_73594	Dihydroneopterin aldolase		
TRIREDRAFT_73604	Belongs to the histidine acid phosphatase family		3.1.3.2
TRIREDRAFT_73618	Beta-ketoacyl synthase		
TRIREDRAFT_73621	Methyltransferase domain		
TRIREDRAFT_73623	FAD binding domain		1.14.13.1
TRIREDRAFT_73631	Belongs to the oxygen-dependent FAD-linked oxidoreductase family		
TRIREDRAFT_73632	Cutinase		3.1.1.72
TRIREDRAFT_73638	Fungal-type cellulose-binding domain		
TRIREDRAFT_73643	Glycosyl hydrolase family 61		1.14.99.54
TRIREDRAFT_73646	MCM OB domain(CDC54)		3.6.4.12
TRIREDRAFT_73647	Clathrin adaptor complex small chain(RET3)		
TRIREDRAFT_73654	bZIP Maf transcription factor		
TRIREDRAFT_73665	Hexokinase(hxk1)		2.7.1.1
TRIREDRAFT_73678	Calreticulin family		
TRIREDRAFT_73689	C2H2-type zinc finger		
TRIREDRAFT_73690	Iron only hydrogenase large subunit, C-terminal domain(NAR1)		
TRIREDRAFT_73697	ATP synthase complex subunit h(ATP14)		
TRIREDRAFT_73706			
TRIREDRAFT_73708			
TRIREDRAFT_73722	Putative lipopolysaccharide-modifying enzyme.		
TRIREDRAFT_73733	TCP-1/cpn60 chaperonin family(CCT8)		
TRIREDRAFT_73749	Peroxin 26		
TRIREDRAFT_73760	Component of the ERMES MDM complex, which serves as a molecular tether to connect the endoplasmic reticulum and mitochondria. Components of this complex are involved in the control of mitochondrial shape and protein biogenesis and may function in phospholipid exchange. MDM34 is required for the interaction of the ER-resident membrane protein MMM1 and the outer mitochondrial membrane-resident beta-barrel protein MDM10(MDM34)		
TRIREDRAFT_73764	Nucleoside transporter		
TRIREDRAFT_73765	Belongs to the universal ribosomal protein uL3 family(RPL3)		
TRIREDRAFT_73769	WD domain, G-beta repeat		
TRIREDRAFT_73774	Acetyl-coenzyme A synthetase N-terminus(ACS2)		6.2.1.1
TRIREDRAFT_73778	Replication factor C C-terminal domain(RFC5)		
TRIREDRAFT_73783	Essential component of the PAM complex, a complex required for the translocation of transit peptide-containing proteins from the inner membrane into the mitochondrial matrix in an ATP-dependent manner(mge1)		
TRIREDRAFT_73790	mitochondrial ATP synthase		
TRIREDRAFT_73792	GAL4-like Zn(II)2Cys6 (or C6 zinc) binuclear cluster DNA-binding domain		
TRIREDRAFT_73809	Middle or third domain of peptidase_M16(STE23)		3.4.24.56
TRIREDRAFT_73815			
TRIREDRAFT_73818	Occurs in almost all aerobically respiring organisms and serves to protect cells from the toxic effects of hydrogen peroxide(CAT1)		1.11.1.6
TRIREDRAFT_73823	Found in Skp1 protein family(sconC)		
TRIREDRAFT_73829	Putative death-receptor fusion protein (DUF2428)		
TRIREDRAFT_73832	Domain of unknown function (DUF4782)(SIP3)		
TRIREDRAFT_73837	eRF1_1(ERF1)		
TRIREDRAFT_73840	Ribosomal Proteins L2, RNA binding domain(RPL2)		
TRIREDRAFT_73842	pfkB family carbohydrate kinase(ADO1)		2.7.1.20
TRIREDRAFT_73846	Complex1_LYR-like		
TRIREDRAFT_73853	belongs to the flavoprotein pyridine nucleotide cytochrome reductase family(CBR1)		1.6.2.2
TRIREDRAFT_73862	Metallopeptidase family M24		3.4.11.18
TRIREDRAFT_73873	Putative RNA-binding Domain in PseudoUridine synthase and Archaeosine transglycosylase(PRO1)		2.7.2.11
TRIREDRAFT_73876	Has a dual role in the assembly of mitochondrial ATPase(ATP23)		
TRIREDRAFT_73881	Leucine Rich repeat		
TRIREDRAFT_73895	Pfam:KH_3(HEK2)		
TRIREDRAFT_73897	Belongs to the peptidase S1 family		3.4.21.4
TRIREDRAFT_73903	Glucosamine-6-phosphate isomerases/6-phosphogluconolactonase(SOL1)		3.1.1.31
TRIREDRAFT_73904	SET (Su(var)3-9, Enhancer-of-zeste, Trithorax) domain		
TRIREDRAFT_73912	Accessory subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I), that is believed not to be involved in catalysis. Complex I functions in the transfer of electrons from NADH to the respiratory chain. The immediate electron acceptor for the enzyme is believed to be ubiquinone		
TRIREDRAFT_73918	Belongs to the class I-like SAM-binding methyltransferase superfamily. RsmB NOP family		2.1.1.311
TRIREDRAFT_73924	ABC transporter transmembrane region		3.6.3.44
TRIREDRAFT_73933	Pfam:KH_3		
TRIREDRAFT_73934	ACT domain(ILV6)		2.2.1.6
TRIREDRAFT_73937	Belongs to the ATCase OTCase family(ARG3)		2.1.3.3
TRIREDRAFT_73940	Protein of unknown function (DUF3712)		
TRIREDRAFT_73961	Uncharacterized ACR, YdiU/UPF0061 family		
TRIREDRAFT_73963	Cytokinesis		
TRIREDRAFT_73967	Belongs to the actin-binding proteins ADF family(COF1)		
TRIREDRAFT_73975	GYF domain		
TRIREDRAFT_73985	Plectin/S10 domain		
TRIREDRAFT_73997	Acyl CoA binding protein		
TRIREDRAFT_74017	CCCH zinc finger DNA binding protein		
TRIREDRAFT_74020	Orotidine 5'-phosphate decarboxylase / HUMPS family		2.4.2.10,4.1.1.23
TRIREDRAFT_74026	Belongs to the CDP-alcohol phosphatidyltransferase class-I family(pis1)		2.7.8.11
TRIREDRAFT_74030	Serine/threonine phosphatases, family 2C, catalytic domain(PTC6)		3.1.3.16,3.1.3.43
TRIREDRAFT_74041	Aminotransferase class I and II		
TRIREDRAFT_74047	Provides the precursors necessary for DNA synthesis. Catalyzes the biosynthesis of deoxyribonucleotides from the corresponding ribonucleotides(RNR1)		1.17.4.1
TRIREDRAFT_74054	Exocyst complex component Sec6(SEC6)		
TRIREDRAFT_74057	Potassium ion channel Yvc1(YVC1)		
TRIREDRAFT_74060	allergen asp		
TRIREDRAFT_74070	Amino acid permease		
TRIREDRAFT_74080	Pantoate-beta-alanine ligase(pan6)		6.3.2.1
TRIREDRAFT_74086	WD domain, G-beta repeat(asa1)		
TRIREDRAFT_74091	Fungal specific transcription factor domain		
TRIREDRAFT_74099	XAP5, circadian clock regulator		
TRIREDRAFT_74103	Glutathione S-transferase, C-terminal domain		2.5.1.18
TRIREDRAFT_74118	TPR repeat(sgt2)		
TRIREDRAFT_74122	Galactokinase galactose-binding signature(GAL1)		2.7.1.6
TRIREDRAFT_74123	Thiamine pyrophosphate enzyme, C-terminal TPP binding domain(ILV2)		2.2.1.6
TRIREDRAFT_74129	Peptidase inhibitor I78 family		
TRIREDRAFT_74156	Belongs to the peptidase A1 family		
TRIREDRAFT_74158	Brix(SSF1)		
TRIREDRAFT_74162	Belongs to the DEAD box helicase family(RRP3)		3.6.4.13
TRIREDRAFT_74163	ChAPs (Chs5p-Arf1p-binding proteins)(BUD7)		
TRIREDRAFT_74168	Glycosyltransferase like family 2(DPM1)		2.4.1.83
TRIREDRAFT_74172			
TRIREDRAFT_74177	Translation machinery associated TMA7		
TRIREDRAFT_74187	ATPase family associated with various cellular activities (AAA)		
TRIREDRAFT_74194	Enoyl-(Acyl carrier protein) reductase		1.1.1.289
TRIREDRAFT_74198	Glycosyl hydrolase family 92		
TRIREDRAFT_74214	Las17-binding protein actin regulator		
TRIREDRAFT_74215	RTA1 like protein		
TRIREDRAFT_74223	Glycosyl hydrolases family 11		3.2.1.8
TRIREDRAFT_74228	Fatty acid desaturase		
TRIREDRAFT_74233	NUDIX domain(DCP2)		3.6.1.62
TRIREDRAFT_74235	Ribonucleotide reductase, small chain(RNR2)		1.17.4.1
TRIREDRAFT_74241	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)(PUB1)		
TRIREDRAFT_74252	Binds to the 60S ribosomal subunit and prevents its association with the 40S ribosomal subunit to form the 80S initiation complex in the cytoplasm. Is also involved in ribosome biogenesis. Associates with pre-60S subunits in the nucleus and is involved in its nuclear export(TIF6)		
TRIREDRAFT_74258	tRNA synthetase B5 domain(FRS1)		6.1.1.20
TRIREDRAFT_74267	The coatomer is a cytosolic protein complex that binds to dilysine motifs and reversibly associates with Golgi non- clathrin-coated vesicles, which further mediate biosynthetic protein transport from the ER, via the Golgi up to the trans Golgi network. Coatomer complex is required for budding from Golgi membranes, and is essential for the retrograde Golgi-to-ER transport of dilysine-tagged proteins(RET2)		
TRIREDRAFT_74278	Pyridine nucleotide-disulphide oxidoreductase		
TRIREDRAFT_74282	negative regulation of canonical Wnt signaling pathway involved in cardiac muscle cell fate commitment		
TRIREDRAFT_74289	Gtr1/RagA G protein conserved region(GTR2)		
TRIREDRAFT_74318	Importin-beta N-terminal domain(kap95)		
TRIREDRAFT_74323	RING-type zinc-finger		
TRIREDRAFT_74346	This protein promotes the GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis(TUF1)		
TRIREDRAFT_74351	L-lysine 6-monooxygenase (NADPH-requiring)(FMO1)		
TRIREDRAFT_74356	Belongs to the class I-like SAM-binding methyltransferase superfamily. RsmB NOP family(NOP2)		2.1.1.310
TRIREDRAFT_74364			
TRIREDRAFT_74366	Carbon-nitrogen hydrolase		
TRIREDRAFT_74374	Large family of predicted nucleotide-binding domains(FCF1)		
TRIREDRAFT_74375	NmrA-like family		
TRIREDRAFT_74379	ERG2 and Sigma1 receptor like protein(ERG2)		
TRIREDRAFT_74381	Ino80 chromatin remodeling complex		3.6.4.13
TRIREDRAFT_74386	Uncharacterised protein family (UPF0220)(VPS68)		
TRIREDRAFT_74390	Exosomal core protein CSL4(CSL4)		
TRIREDRAFT_74397			
TRIREDRAFT_74400	Belongs to the protein kinase superfamily(gsk3)		2.7.11.1,2.7.11.26
TRIREDRAFT_74406	Ubiquitin carboxyl-terminal hydrolase		
TRIREDRAFT_74409	ribosomal L5P family C-terminus(mrpl7)		
TRIREDRAFT_74421	Belongs to the mitochondrial carrier (TC 2.A.29) family(FLX1)		
TRIREDRAFT_74437	F-box domain-containing protein		
TRIREDRAFT_74442	Component of the NOP7 complex, which is required for maturation of the 25S and 5.8S ribosomal RNAs and formation of the 60S ribosome(YTM1)		
TRIREDRAFT_74444	RNA polymerase Rpb3/Rpb11 dimerisation domain(RPB11)		
TRIREDRAFT_74449	FtsH Extracellular(AFG3)		
TRIREDRAFT_74453	3-hydroxyacyl-CoA dehydrogenase, C-terminal domain		1.1.1.157
TRIREDRAFT_74462	Signal peptidase subunit(SPC3)		
TRIREDRAFT_74476	Serine aminopeptidase, S33		
TRIREDRAFT_74477			
TRIREDRAFT_74480	Utp13 specific WD40 associated domain(utp13)		
TRIREDRAFT_74486	Component of the MICOS complex, a large protein complex of the mitochondrial inner membrane that plays crucial roles in the maintenance of crista junctions, inner membrane architecture, and formation of contact sites to the outer membrane		
TRIREDRAFT_74491	Amidohydrolase family		
TRIREDRAFT_74498	domain present in translation initiation factor eIF2B and eIF5(SUI3)		
TRIREDRAFT_74502	Belongs to the aldehyde dehydrogenase family(HFD1)		1.2.1.3,1.2.1.5,1.2.1.82
TRIREDRAFT_74505	Involved in protein N-glycosylation. Essential for the second step of the dolichol-linked oligosaccharide pathway(ALG13)		2.4.1.141
TRIREDRAFT_74508	Alba		
TRIREDRAFT_74515	Saccharomyces cerevisiae YDR089w		
TRIREDRAFT_74517	Belongs to the peptidase S10 family(KEX1)		3.4.16.6
TRIREDRAFT_74531	KilA-N(stuA)		
TRIREDRAFT_74534	Central kinetochore-associated		
TRIREDRAFT_74559	Autophagocytosis associated protein (Atg3), N-terminal domain(ATG3)		
TRIREDRAFT_74563	Glutamine amidotransferase class-I		3.4.19.16,6.3.5.2
TRIREDRAFT_74568	Belongs to the eukaryotic ribosomal protein eS4 family(RPS4)		
TRIREDRAFT_74570	ABC1 family		
TRIREDRAFT_74576	bZIP transcription factor		
TRIREDRAFT_74580			
TRIREDRAFT_74601	OPT oligopeptide transporter protein		
TRIREDRAFT_74622	helicase superfamily c-terminal domain(irc3)		
TRIREDRAFT_74624	Pfam:KH_3		
TRIREDRAFT_74635	Tyrosyl-DNA phosphodiesterase		
TRIREDRAFT_74638			
TRIREDRAFT_74681	CobW/HypB/UreG, nucleotide-binding domain		
TRIREDRAFT_74682	NOT2 / NOT3 / NOT5 family(CDC36)		
TRIREDRAFT_74693	Leucine carboxyl methyltransferase(PPM1)		2.1.1.233
TRIREDRAFT_74701	Elongation factor G C-terminus(MEF2)		
TRIREDRAFT_74711	Belongs to the GHMP kinase family. Mevalonate kinase subfamily(ERG8)		2.7.4.2
TRIREDRAFT_74725	Aminotransferase class I and II(aat2)		2.6.1.1
TRIREDRAFT_74731	Adaptins are components of the adaptor complexes which link clathrin to receptors in coated vesicles. Clathrin-associated protein complexes are believed to interact with the cytoplasmic tails of membrane proteins, leading to their selection and concentration		
TRIREDRAFT_74745	Acetyltransferase (GNAT) domain		
TRIREDRAFT_74751			
TRIREDRAFT_74765	bromo domain		
TRIREDRAFT_74771	Extracellular tail, of 10TM putative phosphate transporter		
TRIREDRAFT_74774	RNA-binding component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is involved in protein synthesis of a specialized repertoire of mRNAs and, together with other initiation factors, stimulates binding of mRNA and methionyl-tRNAi to the 40S ribosome. The eIF-3 complex specifically targets and initiates translation of a subset of mRNAs involved in cell proliferation. This subunit can bind 18S rRNA(TIF35)		
TRIREDRAFT_74782	Svf1-like C-terminal lipocalin-like domain(SVF1)		
TRIREDRAFT_74795			
TRIREDRAFT_74797	Nuclear segregation protein(BFR1)		
TRIREDRAFT_74804	Tubulin folding cofactor D C terminal		
TRIREDRAFT_74807	Glycosyl hydrolase family 76		
TRIREDRAFT_74818	DBP10CT (NUC160) domain(DBP10)		3.6.4.13
TRIREDRAFT_74848	GTPase-activator protein for Rho-like GTPases(RGA2)		
TRIREDRAFT_74851	Belongs to the WD repeat SEC13 family		
TRIREDRAFT_74854	Stearyl-CoA desaturase that utilizes O(2) and electrons from reduced cytochrome b5 to introduce the first double bond into saturated fatty acyl-CoA substrates		1.14.19.1
TRIREDRAFT_74857	PPR repeat		3.6.4.12
TRIREDRAFT_74861	TAP42-like family(TAP42)		
TRIREDRAFT_74884	Protein phosphatase 2A homologues, catalytic domain.		3.1.3.16
TRIREDRAFT_74892	ATP synthase regulation protein NCA2(NCA2)		
TRIREDRAFT_74902	Profilin(PFY1)		
TRIREDRAFT_74907	Sec63 Brl domain(mug81)		3.6.4.13
TRIREDRAFT_74913	Aminotransferase class I and II(HIS5)		2.6.1.9
TRIREDRAFT_74932	Saccharomyces cerevisiae YDL133W		
TRIREDRAFT_74933	Extracellular mutant protein 11		
TRIREDRAFT_74943	Tetrapyrrole (Corrin/Porphyrin) Methylases(DPH5)		2.1.1.314
TRIREDRAFT_74946	Phosphoglycerate mutase family		
TRIREDRAFT_74947	Peptidase C13 family(GPI8)		
TRIREDRAFT_74953	Fungal trichothecene efflux pump (TRI12)		
TRIREDRAFT_74962	WD domain, G-beta repeat(MDV1)		1.14.11.27
TRIREDRAFT_74971	Domain of unknown function (DUF3425)		
TRIREDRAFT_74983	Isocitrate/isopropylmalate dehydrogenase(IDH2)		1.1.1.41
TRIREDRAFT_74987	Transglutaminase-like superfamily		
TRIREDRAFT_74989	SET (Su(var)3-9, Enhancer-of-zeste, Trithorax) domain(SET3)		
TRIREDRAFT_74997	Protein of unknown function (DUF2418)		
TRIREDRAFT_75000	Catalyzes the isomerization between 2-isopropylmalate and 3-isopropylmalate, via the formation of 2-isopropylmaleate(LEU1)		4.2.1.33
TRIREDRAFT_75001	EF-hand domain(ncs1)		
TRIREDRAFT_75009	Endonuclease that specifically degrades the RNA of RNA- DNA hybrids		3.1.26.4
TRIREDRAFT_75012	Cooperates with the reticulon proteins and tubule- shaping DP1 family proteins to generate and maintain the structure of the tubular endoplasmic reticulum network. Has GTPase activity, which is required for its function in ER organization(SEY1)		
TRIREDRAFT_75015	Belongs to the glycosyl hydrolase 27 family		3.2.1.22
TRIREDRAFT_75021	Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family		
TRIREDRAFT_75024	Essential component of the vacuolar proton pump (V- ATPase), a multimeric enzyme that catalyzes the translocation of protons across the membranes. Required for assembly and activity of the V-ATPase(VPH1)		
TRIREDRAFT_75027	Leucine Rich Repeat domain protein		
TRIREDRAFT_75032	Inhibitor of growth proteins N-terminal histone-binding		2.5.1.87
TRIREDRAFT_75036	Glycosyl hydrolase family 63 C-terminal domain		
TRIREDRAFT_75045	Inositolphosphorylceramide synthase subunit Kei1		
TRIREDRAFT_75056	Uracil phosphoribosyltransferase(URK1)		2.7.1.48
TRIREDRAFT_75063	MCM OB domain(MCM6)		3.6.4.12
TRIREDRAFT_75069	DNA polymerase subunit Cdc27		
TRIREDRAFT_75072	Snf7		
TRIREDRAFT_75074	ER-Golgi trafficking TRAPP I complex 85 kDa subunit		
TRIREDRAFT_75078	Cid1 family poly A polymerase		2.7.7.52
TRIREDRAFT_75079	Phosphoribosyl synthetase-associated domain(PRS1)		2.7.6.1
TRIREDRAFT_75102	HAT (Half-A-TPR) repeats(SYF1)		
TRIREDRAFT_75105	Protein of unknown function (DUF504)		
TRIREDRAFT_75116	GNS1/SUR4 family(ELO2)		2.3.1.199
TRIREDRAFT_75128	DNA replication factor CDT1 like(HRQ1)		
TRIREDRAFT_75139	zinc finger		2.3.2.27
TRIREDRAFT_75146	Domain in Tre-2, BUB2p, and Cdc16p. Probable Rab-GAPs.		
TRIREDRAFT_75152	NAD(P)-binding Rossmann-like domain		
TRIREDRAFT_75156	Protein of unknown function (DUF3659)		
TRIREDRAFT_75159	ERAP1-like C-terminal domain(APE2)		
TRIREDRAFT_75165	Major Facilitator Superfamily		
TRIREDRAFT_75169	haloacid dehalogenase-like hydrolase		
TRIREDRAFT_75175	Acyl-CoA dehydrogenase, C-terminal domain		
TRIREDRAFT_75184	Topoisomerase II-associated protein PAT1(PAT1)		
TRIREDRAFT_75189	HEAT repeat associated with sister chromatid cohesion(APL6)		
TRIREDRAFT_75195	PB1 domain(BEM1)		
TRIREDRAFT_75196	Putative DNA-binding domain in centromere protein B, mouse jerky and transposases.		
TRIREDRAFT_75200	Mitochondrial 18 KDa protein (MTP18)		
TRIREDRAFT_75204	AN1-like Zinc finger		
TRIREDRAFT_75205	Rad4 beta-hairpin domain 2		
TRIREDRAFT_75210	RhoGEF domain		
TRIREDRAFT_75226	Dihydroorotate dehydrogenase(URA9)		1.3.5.2,1.3.98.1
TRIREDRAFT_75230	Enoyl-(Acyl carrier protein) reductase		1.1.1.100
TRIREDRAFT_75235	Exonuclease V - a 5' deoxyribonuclease		
TRIREDRAFT_75247	ATPase family associated with various cellular activities (AAA)		
TRIREDRAFT_75258	Ulp1 protease family, C-terminal catalytic domain		3.4.22.68
TRIREDRAFT_75260	HPP family		
TRIREDRAFT_75262	Domain of unknown function (DUF2828)		
TRIREDRAFT_75271	Belongs to the PdxS SNZ family(SNZ1)		4.3.3.6
TRIREDRAFT_75280	UAS(ubx2)		1.1.1.8
TRIREDRAFT_75290	Belongs to the TRAFAC class dynamin-like GTPase superfamily. Dynamin Fzo YdjA family		
TRIREDRAFT_75294	Amino-transferase class IV		2.6.1.42
TRIREDRAFT_75295	Trehalose-phosphatase(TPS3)		2.4.1.15,2.4.1.347,3.1.3.12
TRIREDRAFT_75304	Catalyzes the interconversion of methylthioribose-1- phosphate (MTR-1-P) into methylthioribulose-1-phosphate (MTRu-1- P)(MRI1)		5.3.1.23
TRIREDRAFT_75311	Phospholipase C, catalytic domain (part); domain Y		
TRIREDRAFT_75316	SNF2 family N-terminal domain(SWR1)		3.6.4.12
TRIREDRAFT_75324	Prolyl-tRNA synthetase, C-terminal		6.1.1.15
TRIREDRAFT_75334	R3H-associated N-terminal domain		
TRIREDRAFT_75335	Gar1/Naf1 RNA binding region		
TRIREDRAFT_75336	Alg9-like mannosyltransferase family(ALG9)		2.4.1.259,2.4.1.261
TRIREDRAFT_75342			
TRIREDRAFT_75347	This magnesium-dependent enzyme catalyzes the hydrolysis of ATP coupled with the transport of calcium(PMC1)		3.6.3.8
TRIREDRAFT_75361	Fusaric acid resistance protein-like(BRE4)		
TRIREDRAFT_75368	Thiolase, N-terminal domain(POT1)		2.3.1.16
TRIREDRAFT_75380	Major Facilitator Superfamily		
TRIREDRAFT_75383	NAD dependent epimerase/dehydratase family		1.1.1.289
TRIREDRAFT_75385	Fungal potassium channel(KCH1)		
TRIREDRAFT_75394	Domain of unknown function (DUF4291)		
TRIREDRAFT_75397	Domain present in VPS9(vps901)		
TRIREDRAFT_75403	Cys/Met metabolism PLP-dependent enzyme		
TRIREDRAFT_75409	Belongs to the cation transport ATPase (P-type) (TC 3.A.3) family. Type IV subfamily(DNF3)		3.6.1.3,3.6.3.1
TRIREDRAFT_75414	Glycosyl transferase family, a/b domain(TRP4)		2.4.2.18
TRIREDRAFT_75418	zinc finger		
TRIREDRAFT_75421	MIR domain(PMT4)		2.4.1.109
TRIREDRAFT_75424	Endoribonuclease L-PSP		
TRIREDRAFT_75428	U2 small nuclear ribonucleoprotein B		
TRIREDRAFT_75430	Amino acid permease(HIP1)		
TRIREDRAFT_75434			
TRIREDRAFT_75440	Tim17/Tim22/Tim23/Pmp24 family		
TRIREDRAFT_75444	motif in proteasome subunits, Int-6, Nip-1 and TRIP-15		
TRIREDRAFT_75447	Protein of unknown function (DUF4243)		
TRIREDRAFT_75450	SNF2 family N-terminal domain		
TRIREDRAFT_75468	Cytochrome P450(ERG11)		1.14.13.70
TRIREDRAFT_75470	Protein of unknown function (DUF3074)		
TRIREDRAFT_75472	TAFII55 protein conserved region		
TRIREDRAFT_75475	Cyclic nucleotide-monophosphate binding domain		
TRIREDRAFT_75506	AICARFT/IMPCHase bienzyme(ADE17)		2.1.2.3,3.5.4.10
TRIREDRAFT_75514	Belongs to the mitochondrial carrier (TC 2.A.29) family(ORT1)		
